id,prior_position,prior_time,prior:smax_gaussian,prior:receptor_smax_gaussian,integrand:TotalIntegrand,integrand:FlowIntegrand
1AVX_p62,"[-2.992610454559326, 26.291748046875, 4.235000133514404]",1.0,-13.359378814697266,-14.62473201751709,1.2015029,1.2015032
1AVX_p63,"[12.035189628601074, 29.965591430664062, -15.49565315246582]",1.0,-13.673129081726074,-13.001291275024414,9.368216,9.368216
1AVX_p64,"[-0.654714822769165, 26.62763214111328, 9.476808547973633]",1.0,-13.404446601867676,-14.631553649902344,1.3004113,1.3004115
1AVX_p65,"[-32.86397171020508, 15.132800102233887, 21.65939712524414]",1.0,-13.948281288146973,-15.065019607543945,0.0010086298,0.0010085965
1AVX_p66,"[-12.717638969421387, -23.073026657104492, -6.749279022216797]",1.0,-13.371328353881836,-14.854841232299805,4.494377,4.494377
1AVX_p67,"[-12.645837783813477, -18.53694725036621, 12.760353088378906]",1.0,-13.330609321594238,-14.841349601745605,1.7796865,1.7796863
1AVX_p68,"[-32.84568405151367, 15.1168851852417, 21.699642181396484]",1.0,-13.948315620422363,-17.842458724975586,-0.00037644152,-0.0003765514
1AVX_p69,"[-4.791389465332031, 24.055707931518555, -1.6841223239898682]",1.0,-13.296225547790527,-14.333452224731445,0.11345667,0.11345671
1AVX_p70,"[-6.155826091766357, -27.47854232788086, 15.112020492553711]",1.0,-13.527817726135254,-14.782733917236328,1.2855431,1.2855434
1AVX_p71,"[-32.69939041137695, 15.447236061096191, 21.687549591064453]",1.0,-13.9483060836792,-18.14897918701172,-0.0023757038,-0.002375775
1AVX_p72,"[17.90221405029297, -23.683963775634766, 7.933079242706299]",1.0,-13.4850492477417,-13.00922679901123,3.2422404,3.2422404
1AVX_p73,"[-32.871559143066406, 15.150270462036133, 21.638118743896484]",1.0,-13.94834041595459,-23.12152862548828,5.951582e-05,5.954504e-05
1AVX_p74,"[-27.425552368164062, 16.749792098999023, 2.5153465270996094]",1.0,-13.537654876708984,-14.218571662902832,3.3126504,3.3126502
1AVX_p75,"[11.886954307556152, 29.51698875427246, -15.851275444030762]",1.0,-13.662528038024902,-12.997543334960938,8.743044,8.743045
1AVX_p76,"[-32.74230194091797, 15.441061973571777, 21.6285400390625]",1.0,-13.94834041595459,-15.98272705078125,0.0006986307,0.0006985753
1AVX_p77,"[-9.506120681762695, -24.130352020263672, -1.3058725595474243]",1.0,-13.335044860839844,-14.880825996398926,1.7864282,1.7864283
1AVX_p78,"[2.721675157546997, -25.23657989501953, 5.65485954284668]",1.0,-13.336113929748535,-12.990848541259766,0.5949787,0.5949787
1AVX_p79,"[14.652643203735352, -3.5863935947418213, -20.744836807250977]",1.0,-13.32591438293457,-14.861620903015137,2.503055,2.5030553
1AVX_p80,"[-32.8806266784668, 15.078129768371582, 21.674280166625977]",1.0,-13.948330879211426,-17.685544967651367,0.0011427246,0.0011427328
1AVX_p81,"[-32.84248733520508, 15.175899505615234, 21.661266326904297]",1.0,-13.948267936706543,-18.609844207763672,-0.001319442,-0.0013192716
1AVX_p82,"[-13.546826362609863, -17.637104034423828, 13.654586791992188]",1.0,-13.338759422302246,-14.895512580871582,1.4497651,1.4497652
1AVX_p83,"[-20.806304931640625, -12.886186599731445, 14.787405967712402]",1.0,-13.414643287658691,-14.92236328125,3.6277425,3.6277435
1AVX_p84,"[15.853691101074219, 25.21728515625, 18.077930450439453]",1.0,-13.6348876953125,-13.16000747680664,5.456118,5.456118
1AVX_p85,"[7.553450107574463, 25.77488136291504, 21.127967834472656]",1.0,-13.609180450439453,-14.682315826416016,6.4942284,6.4942274
1AVX_p86,"[7.718657493591309, 26.85114097595215, 16.18903160095215]",1.0,-13.539655685424805,-14.95411205291748,0.5689464,0.568946
1AVX_p87,"[-6.850812911987305, 29.143510818481445, -9.132204055786133]",1.0,-13.504672050476074,-13.260043144226074,0.4837029,0.48370302
1AVX_p88,"[-20.830354690551758, -12.503928184509277, 15.642592430114746]",1.0,-13.424264907836914,-14.940661430358887,2.4211042,2.4211042
1AVX_p89,"[4.379547595977783, 31.5106201171875, -14.879603385925293]",1.0,-13.645687103271484,-13.136438369750977,0.97638553,0.97638553
1AVX_p90,"[-32.651309967041016, 15.372053146362305, 21.813949584960938]",1.0,-13.948328018188477,-17.556541442871094,-0.001482566,-0.00148262
1AVX_p91,"[2.41762638092041, 6.954422950744629, 29.945470809936523]",1.0,-13.48870849609375,-15.525090217590332,1.0775034,1.0775036
1AVX_p92,"[0.5820798873901367, 26.082839965820312, 7.892637729644775]",1.0,-13.373156547546387,-14.592503547668457,3.8296437,3.8296435
1AVX_p93,"[-3.975698471069336, 25.93230628967285, 5.081528663635254]",1.0,-13.357137680053711,-14.599600791931152,0.98261356,0.9826133
1AVX_p94,"[10.941054344177246, 33.721797943115234, -12.11998462677002]",1.0,-13.740275382995605,-13.132826805114746,5.421888,5.421888
1AVX_p95,"[-32.83843231201172, 15.098998069763184, 21.72313690185547]",1.0,-13.948317527770996,-20.67858123779297,-0.0023390146,-0.0023390173
1AVX_p96,"[-2.3858304023742676, 26.60512924194336, 9.011148452758789]",1.0,-13.401922225952148,-14.63170051574707,1.6011671,1.6011672
1AVX_p97,"[11.660500526428223, 30.92963409423828, 0.9247804284095764]",1.0,-13.567888259887695,-13.015127182006836,-3.2536776,-3.2536778
1AVX_p98,"[-3.176621437072754, 17.89025115966797, -12.191167831420898]",1.0,-13.226395606994629,-14.428112983703613,2.8892882,2.8892887
1AVX_p99,"[-15.633636474609375, -15.55247974395752, 13.569575309753418]",1.0,-13.332865715026855,-14.86851692199707,0.6946788,0.6946787
1AVX_p100,"[13.52413558959961, 28.767709732055664, -15.253578186035156]",1.0,-13.651049613952637,-13.008573532104492,5.5918756,5.591876
1AVX_p101,"[-9.860965728759766, -24.012310028076172, -1.671499490737915]",1.0,-13.336310386657715,-14.885034561157227,1.881803,1.881803
1AVX_p102,"[-12.996003150939941, -24.33901596069336, -5.222513198852539]",1.0,-13.398496627807617,-14.939491271972656,3.2217298,3.2217295
1AVX_p103,"[1.1526641845703125, -25.600290298461914, 6.329117774963379]",1.0,-13.347497940063477,-14.753270149230957,8.535328,8.535327
1AVX_p104,"[-1.5096790790557861, -26.903717041015625, 0.8156578540802002]",1.0,-13.364160537719727,-14.780521392822266,0.4326034,0.43260342
1AVX_p105,"[-32.876739501953125, 15.186178207397461, 21.60302734375]",1.0,-13.948291778564453,-17.83138084411621,-0.00054836285,-0.00054834335
1AVX_p106,"[17.661113739013672, 28.626075744628906, -17.063390731811523]",1.0,-13.750700950622559,-12.984764099121094,2.8989925,2.8989925
1AVX_p107,"[-2.362013339996338, 31.74448585510254, -0.2969369888305664]",1.0,-13.523396492004395,-13.063065528869629,4.434822,4.4348226
1AVX_p108,"[-32.820457458496094, 15.107108116149902, 21.746213912963867]",1.0,-13.948355674743652,-24.934526443481445,-0.00093454256,-0.00093465426
1AVX_p109,"[2.518388032913208, -23.630359649658203, 24.656702041625977]",1.0,-13.611902236938477,-14.597790718078613,1.0701963,1.0701963
1AVX_p110,"[19.56141471862793, 16.722797393798828, -1.0247139930725098]",1.0,-13.328936576843262,-14.620612144470215,2.8362207,2.8362205
1AVX_p111,"[-20.65674591064453, -13.230057716369629, 14.803850173950195]",1.0,-13.416458129882812,-14.933952331542969,4.948312,4.948312
1AVX_p112,"[-1.0924222469329834, 26.387248992919922, 8.05076789855957]",1.0,-13.383905410766602,-14.610485076904297,1.68449,1.6844901
1AVX_p113,"[21.387222290039062, 28.249603271484375, -11.663931846618652]",1.0,-13.733464241027832,-12.983983993530273,0.94671905,0.94671905
1AVX_p114,"[-20.022441864013672, -14.097122192382812, 12.076139450073242]",1.0,-13.374552726745605,-14.861908912658691,3.0680299,3.0680304
1AVX_p115,"[-1.7818084955215454, -8.514922142028809, -34.72797775268555]",1.0,-13.672470092773438,-14.890100479125977,1.0573329,1.0573331
1AVX_p116,"[-5.839067459106445, 25.91234016418457, 6.6492133140563965]",1.0,-13.37693977355957,-14.598718643188477,1.4677637,1.4677633
1AVX_p117,"[-32.74463653564453, 15.375570297241211, 21.670520782470703]",1.0,-13.948314666748047,-18.307329177856445,-0.0009457485,-0.0009456532
1AVX_p118,"[-8.846126556396484, -20.47532081604004, 9.227272987365723]",1.0,-13.28409481048584,-12.993179321289062,0.9058652,0.9058652
1AVX_p119,"[-32.71744918823242, 15.353826522827148, 21.72689437866211]",1.0,-13.94831371307373,-20.314449310302734,-0.0009976809,-0.0009977771
1H1V_p0,"[-27.039337158203125, 25.432357788085938, 3.413881778717041]",1.0,-13.732399940490723,-14.204702377319336,1.9873364,1.9873359
1H1V_p1,"[19.62801742553711, 27.488550186157227, -21.993534088134766]",1.0,-13.862960815429688,-13.104782104492188,5.8325624,5.8325624
1H1V_p2,"[-20.816686630249023, 0.2600741386413574, 30.176956176757812]",1.0,-13.70710277557373,-15.510425567626953,-1.1949601,-1.19496
1H1V_p3,"[-33.661720275878906, -8.990224838256836, -6.351235866546631]",1.0,-13.6572265625,-16.04930305480957,4.6649895,4.6649895
1H1V_p4,"[-16.52461051940918, -36.870296478271484, 12.189882278442383]",1.0,-13.949893951416016,-19.708087921142578,0.006947606,0.0069475533
1H1V_p5,"[-10.713184356689453, 39.52735137939453, -5.410450458526611]",1.0,-13.908439636230469,-14.534406661987305,2.4769762,2.4769766
1H1V_p6,"[-22.314241409301758, -21.567100524902344, 19.566967010498047]",1.0,-13.708148002624512,-16.083280563354492,0.6567262,0.6567263
1H1V_p7,"[15.53878116607666, -4.274864196777344, -35.690773010253906]",1.0,-13.812385559082031,-13.83726978302002,-0.73778033,-0.7377806
1H1V_p8,"[16.933250427246094, 35.52983856201172, -8.140447616577148]",1.0,-13.857836723327637,-13.432392120361328,6.106465,6.1064653
1H1V_p9,"[-23.213241577148438, -18.475513458251953, 19.627878189086914]",1.0,-13.663437843322754,-15.93858528137207,0.7401001,0.7401
1H1V_p10,"[30.1165828704834, 7.879236221313477, -18.304386138916016]",1.0,-13.684930801391602,-13.391927719116211,-1.8345487,-1.834549
1H1V_p11,"[31.14954948425293, -20.03511619567871, -13.110408782958984]",1.0,-13.817954063415527,-15.045684814453125,1.1767114,1.1767116
1H1V_p12,"[-16.722463607788086, -32.89385986328125, 12.599757194519043]",1.0,-13.805075645446777,-17.374876022338867,1.1107821,1.1107823
1H1V_p13,"[19.596887588500977, 27.699472427368164, -21.87546157836914]",1.0,-13.865872383117676,-13.106802940368652,5.679125,5.679124
1H1V_p14,"[22.850664138793945, 17.383264541625977, -26.45272445678711]",1.0,-13.807117462158203,-13.477041244506836,8.005538,8.005538
1H1V_p15,"[31.709529876708984, 9.687274932861328, -19.443145751953125]",1.0,-13.781170845031738,-13.371673583984375,4.862838,4.862838
1H1V_p16,"[-21.707260131835938, 2.745126962661743, 29.910537719726562]",1.0,-13.723398208618164,-15.45378589630127,-0.8719688,-0.8719687
1H1V_p17,"[-21.97134780883789, 1.1120386123657227, 29.350791931152344]",1.0,-13.707878112792969,-15.487791061401367,-0.3995131,-0.399513
1H1V_p18,"[-21.938993453979492, 1.9571926593780518, 29.621416091918945]",1.0,-13.717395782470703,-15.467291831970215,-0.70090175,-0.7009019
1H1V_p19,"[-23.607236862182617, 7.1604132652282715, 27.8868408203125]",1.0,-13.730546951293945,-15.280036926269531,-0.021480339,-0.021480309
1H1V_p20,"[-17.575027465820312, -29.95136260986328, 20.538711547851562]",1.0,-13.864744186401367,-17.538835525512695,1.1463425,1.1463425
1H1V_p21,"[-22.318744659423828, 3.627368688583374, 29.35153579711914]",1.0,-13.72307300567627,-15.408044815063477,-0.99056095,-0.9905607
1H1V_p22,"[-23.804624557495117, -16.954803466796875, 19.41390037536621]",1.0,-13.64431095123291,-15.871927261352539,0.6114797,0.6114797
1H1V_p23,"[26.05254554748535, 24.02104377746582, -12.12535285949707]",1.0,-13.739725112915039,-14.340827941894531,1.6276039,1.627604
1H1V_p24,"[12.981623649597168, 5.049973487854004, -37.49479675292969]",1.0,-13.84923267364502,-14.7800874710083,-3.552077,-3.552077
1H1V_p25,"[-23.232036590576172, -19.974599838256836, 19.63422393798828]",1.0,-13.696083068847656,-16.044784545898438,0.46914834,0.46914834
1H1V_p26,"[18.23130989074707, 36.20618438720703, 6.349474906921387]",1.0,-13.895732879638672,-13.942413330078125,3.777504,3.7775035
1H1V_p27,"[1.1864820718765259, 37.38344955444336, 17.746347427368164]",1.0,-13.912553787231445,-15.052790641784668,-0.9913276,-0.9913278
1H1V_p28,"[-18.422700881958008, -27.674644470214844, 19.403276443481445]",1.0,-13.783613204956055,-16.32085609436035,-1.216721,-1.2167209
1H1V_p29,"[-19.512941360473633, -3.8566322326660156, 29.19359588623047]",1.0,-13.653682708740234,-15.607644081115723,-1.6155993,-1.615599
1H1V_p30,"[17.370630264282227, 34.483734130859375, -10.58011531829834]",1.0,-13.850855827331543,-13.358436584472656,6.8027782,6.802778
1H1V_p31,"[-32.781368255615234, 13.382166862487793, 17.243972778320312]",1.0,-13.822105407714844,-15.103638648986816,1.0036149,1.003615
1H1V_p32,"[-16.547983169555664, -36.864410400390625, 12.176102638244629]",1.0,-13.949895858764648,-20.08714485168457,0.006686097,0.0066861813
1H1V_p33,"[-22.61849594116211, 5.536619186401367, 28.456138610839844]",1.0,-13.711520195007324,-15.315166473388672,-0.6282846,-0.6282846
1H1V_p34,"[32.63257598876953, -16.26165008544922, 2.484468936920166]",1.0,-13.702352523803711,-15.490508079528809,-1.4625772,-1.4625772
1H1V_p35,"[-22.209392547607422, 5.176865100860596, 29.21280288696289]",1.0,-13.723433494567871,-15.353662490844727,-0.9947212,-0.9947213
1H1V_p36,"[-24.27730369567871, -13.947284698486328, 19.49399757385254]",1.0,-13.607036590576172,-15.741983413696289,0.43792376,0.4379237
1H1V_p37,"[-23.498388290405273, 7.841813564300537, 28.029985427856445]",1.0,-13.737823486328125,-15.26533031463623,-0.07583847,-0.07583841
1H1V_p38,"[-22.260162353515625, -21.76736068725586, 19.46575927734375]",1.0,-13.70943546295166,-16.0910701751709,0.5720986,0.57209873
1H1V_p39,"[-23.111804962158203, -18.736066818237305, 21.236101150512695]",1.0,-13.702723503112793,-16.080265045166016,-0.17829525,-0.17829515
1H1V_p40,"[-19.43497085571289, -13.0197114944458, 24.132022857666016]",1.0,-13.587955474853516,-16.45564842224121,0.18074073,0.1807408
1H1V_p41,"[19.17799949645996, 25.6606502532959, -21.634925842285156]",1.0,-13.790594100952148,-13.087252616882324,4.7351065,4.7351065
1H1V_p42,"[-21.303316116333008, 0.820556640625, 30.048852920532227]",1.0,-13.714540481567383,-15.50417423248291,-1.0428375,-1.0428374
1H1V_p43,"[-20.484521865844727, 11.925954818725586, 9.879257202148438]",1.0,-13.326766014099121,-15.588438034057617,0.82593626,0.8259363
1H1V_p44,"[-16.4952392578125, -36.878482818603516, 12.205672264099121]",1.0,-13.949904441833496,-19.06226348876953,0.0058405213,0.0058405185
1H1V_p45,"[18.62612533569336, 26.50539207458496, -21.919069290161133]",1.0,-13.8103609085083,-13.085272789001465,5.3234344,5.323434
1H1V_p46,"[-23.518314361572266, -17.500709533691406, 19.636520385742188]",1.0,-13.652063369750977,-15.89655876159668,0.77827305,0.7782729
1H1V_p47,"[13.996968269348145, -35.25065994262695, -1.1988720893859863]",1.0,-13.76038646697998,-15.597954750061035,-0.117870785,-0.117870584
1H1V_p48,"[-21.598094940185547, 2.7354440689086914, 30.10817527770996]",1.0,-13.72733211517334,-15.45387077331543,-1.2613367,-1.2613367
1H1V_p49,"[35.30078125, 12.214017868041992, -11.941411018371582]",1.0,-13.814810752868652,-16.140180587768555,-1.7757697,-1.7757695
1H1V_p50,"[21.083309173583984, 33.1064567565918, -9.174100875854492]",1.0,-13.86302375793457,-13.525921821594238,3.9713163,3.9713163
1H1V_p51,"[27.93477439880371, 12.724564552307129, -21.063337326049805]",1.0,-13.730369567871094,-13.236053466796875,3.0449035,3.0449035
1H1V_p52,"[-15.964740753173828, -32.83903121948242, 12.973468780517578]",1.0,-13.794622421264648,-17.334976196289062,3.835301,3.835301
1H1V_p53,"[30.79288101196289, -9.815765380859375, -20.397733688354492]",1.0,-13.771862983703613,-14.375164031982422,2.0211675,2.0211675
1H1V_p54,"[-28.139530181884766, 24.224241256713867, 2.2530932426452637]",1.0,-13.729143142700195,-14.2150297164917,1.3384145,1.3384145
1H1V_p55,"[34.56541442871094, 14.915081024169922, -13.205293655395508]",1.0,-13.844634056091309,-13.583348274230957,-1.3519881,-1.351988
1H1V_p56,"[-23.241880416870117, -19.618301391601562, 19.37052345275879]",1.0,-13.682785987854004,-16.00518035888672,0.47354668,0.47354683
1H1V_p57,"[-10.339362144470215, -17.028621673583984, 30.715736389160156]",1.0,-13.705038070678711,-16.069135665893555,0.6959411,0.6959411
1H1V_p58,"[-16.215654373168945, -33.12344741821289, 13.014623641967773]",1.0,-13.810125350952148,-17.380002975463867,1.6143595,1.6143595
1H1V_p59,"[-22.754091262817383, -20.035778045654297, 19.30597686767578]",1.0,-13.678131103515625,-15.994625091552734,0.8620707,0.86207074
1H1V_p60,"[9.578827857971191, 6.678796768188477, -35.47615432739258]",1.0,-13.735363006591797,-14.111368179321289,6.4438057,6.4438057
1H1V_p61,"[-20.6163272857666, -25.738468170166016, 20.17459487915039]",1.0,-13.790695190429688,-16.31330108642578,0.69460267,0.6946027
1H1V_p62,"[-23.271900177001953, -18.64133071899414, 20.00194549560547]",1.0,-13.676607131958008,-15.980979919433594,0.3993599,0.39935994
1H1V_p63,"[17.769756317138672, 32.86958312988281, -13.451264381408691]",1.0,-13.836580276489258,-13.275142669677734,8.051124,8.051123
1H1V_p64,"[37.91564178466797, 3.9573545455932617, -13.84487533569336]",1.0,-13.874261856079102,-13.920907974243164,-0.2544691,-0.2544691
1H1V_p65,"[-5.309072494506836, -6.681608200073242, 32.72850036621094]",1.0,-13.595955848693848,-15.734709739685059,3.0131624,3.0131629
1H1V_p66,"[-21.965866088867188, 3.5800328254699707, 29.756277084350586]",1.0,-13.727492332458496,-15.421560287475586,-1.2656283,-1.2656285
1H1V_p67,"[-31.102306365966797, 12.279902458190918, 19.155797958374023]",1.0,-13.785460472106934,-15.121969223022461,1.568818,1.568818
1H1V_p68,"[14.905585289001465, 37.756290435791016, -8.181123733520508]",1.0,-13.912988662719727,-13.504106521606445,4.4729424,4.4729424
1H1V_p69,"[-21.552955627441406, -22.333040237426758, 19.75636100769043]",1.0,-13.71241283416748,-16.109149932861328,0.4224481,0.42244813
1H1V_p70,"[-23.18816566467285, 5.098690986633301, 28.437721252441406]",1.0,-13.722847938537598,-15.36208438873291,-0.18895155,-0.18895145
1H1V_p71,"[22.696115493774414, 34.190982818603516, -0.7504944801330566]",1.0,-13.896352767944336,-13.6964750289917,5.2363935,5.236393
