index,pdb_file,trajectory_file
1NW9_r2,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r2.csv
1NW9_r3,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r3.csv
1NW9_r4,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r4.csv
1NW9_r5,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r5.csv
1NW9_r6,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r6.csv
1NW9_r7,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r7.csv
1NW9_r8,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r8.csv
1NW9_r9,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r9.csv
1NW9_r10,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r10.csv
1NW9_r11,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r11.csv
1NW9_r12,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r12.csv
1NW9_r13,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r13.csv
1NW9_r14,../../../../../db5_test/1NW9.pdb,trajectory_1NW9_r14.csv
1QA9_r0,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r0.csv
1QA9_r1,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r1.csv
1QA9_r2,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r2.csv
1QA9_r3,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r3.csv
1QA9_r4,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r4.csv
1QA9_r5,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r5.csv
1QA9_r6,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r6.csv
1QA9_r7,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r7.csv
1QA9_r8,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r8.csv
1QA9_r9,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r9.csv
1QA9_r10,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r10.csv
1QA9_r11,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r11.csv
1QA9_r12,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r12.csv
1QA9_r13,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r13.csv
1QA9_r14,../../../../../db5_test/1QA9.pdb,trajectory_1QA9_r14.csv
1VFB_r0,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r0.csv
1VFB_r1,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r1.csv
1VFB_r2,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r2.csv
1VFB_r3,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r3.csv
1VFB_r4,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r4.csv
1VFB_r5,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r5.csv
1VFB_r6,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r6.csv
1VFB_r7,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r7.csv
1VFB_r8,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r8.csv
1VFB_r9,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r9.csv
1VFB_r10,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r10.csv
1VFB_r11,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r11.csv
1VFB_r12,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r12.csv
1VFB_r13,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r13.csv
1VFB_r14,../../../../../db5_test/1VFB.pdb,trajectory_1VFB_r14.csv
1ZHI_r0,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r0.csv
1ZHI_r1,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r1.csv
1ZHI_r2,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r2.csv
1ZHI_r3,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r3.csv
1ZHI_r4,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r4.csv
1ZHI_r5,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r5.csv
1ZHI_r6,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r6.csv
1ZHI_r7,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r7.csv
1ZHI_r8,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r8.csv
1ZHI_r9,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r9.csv
1ZHI_r10,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r10.csv
1ZHI_r11,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r11.csv
1ZHI_r12,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r12.csv
1ZHI_r13,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r13.csv
1ZHI_r14,../../../../../db5_test/1ZHI.pdb,trajectory_1ZHI_r14.csv
2A1A_r0,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r0.csv
2A1A_r1,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r1.csv
2A1A_r2,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r2.csv
2A1A_r3,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r3.csv
2A1A_r4,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r4.csv
2A1A_r5,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r5.csv
2A1A_r6,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r6.csv
2A1A_r7,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r7.csv
2A1A_r8,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r8.csv
2A1A_r9,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r9.csv
2A1A_r10,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r10.csv
2A1A_r11,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r11.csv
2A1A_r12,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r12.csv
2A1A_r13,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r13.csv
2A1A_r14,../../../../../db5_test/2A1A.pdb,trajectory_2A1A_r14.csv
2A9K_r0,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r0.csv
2A9K_r1,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r1.csv
2A9K_r2,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r2.csv
2A9K_r3,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r3.csv
2A9K_r4,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r4.csv
2A9K_r5,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r5.csv
2A9K_r6,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r6.csv
2A9K_r7,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r7.csv
2A9K_r8,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r8.csv
2A9K_r9,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r9.csv
2A9K_r10,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r10.csv
2A9K_r11,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r11.csv
2A9K_r12,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r12.csv
2A9K_r13,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r13.csv
2A9K_r14,../../../../../db5_test/2A9K.pdb,trajectory_2A9K_r14.csv
2AYO_r0,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r0.csv
2AYO_r1,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r1.csv
2AYO_r2,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r2.csv
2AYO_r3,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r3.csv
2AYO_r4,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r4.csv
2AYO_r5,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r5.csv
2AYO_r6,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r6.csv
2AYO_r7,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r7.csv
2AYO_r8,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r8.csv
2AYO_r9,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r9.csv
2AYO_r10,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r10.csv
2AYO_r11,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r11.csv
2AYO_r12,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r12.csv
2AYO_r13,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r13.csv
2AYO_r14,../../../../../db5_test/2AYO.pdb,trajectory_2AYO_r14.csv
2SIC_r0,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r0.csv
2SIC_r1,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r1.csv
2SIC_r2,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r2.csv
2SIC_r3,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r3.csv
2SIC_r4,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r4.csv
2SIC_r5,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r5.csv
2SIC_r6,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r6.csv
2SIC_r7,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r7.csv
2SIC_r8,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r8.csv
2SIC_r9,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r9.csv
2SIC_r10,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r10.csv
2SIC_r11,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r11.csv
2SIC_r12,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r12.csv
2SIC_r13,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r13.csv
2SIC_r14,../../../../../db5_test/2SIC.pdb,trajectory_2SIC_r14.csv
2SNI_r0,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r0.csv
2SNI_r1,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r1.csv
2SNI_r2,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r2.csv
2SNI_r3,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r3.csv
2SNI_r4,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r4.csv
2SNI_r5,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r5.csv
2SNI_r6,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r6.csv
2SNI_r7,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r7.csv
2SNI_r8,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r8.csv
2SNI_r9,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r9.csv
2SNI_r10,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r10.csv
2SNI_r11,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r11.csv
2SNI_r12,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r12.csv
2SNI_r13,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r13.csv
2SNI_r14,../../../../../db5_test/2SNI.pdb,trajectory_2SNI_r14.csv
2VDB_r0,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r0.csv
2VDB_r1,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r1.csv
2VDB_r2,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r2.csv
2VDB_r3,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r3.csv
2VDB_r4,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r4.csv
2VDB_r5,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r5.csv
2VDB_r6,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r6.csv
2VDB_r7,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r7.csv
2VDB_r8,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r8.csv
2VDB_r9,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r9.csv
2VDB_r10,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r10.csv
2VDB_r11,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r11.csv
2VDB_r12,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r12.csv
2VDB_r13,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r13.csv
2VDB_r14,../../../../../db5_test/2VDB.pdb,trajectory_2VDB_r14.csv
3SZK_r0,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r0.csv
3SZK_r1,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r1.csv
3SZK_r2,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r2.csv
3SZK_r3,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r3.csv
3SZK_r4,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r4.csv
3SZK_r5,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r5.csv
3SZK_r6,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r6.csv
3SZK_r7,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r7.csv
3SZK_r8,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r8.csv
3SZK_r9,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r9.csv
3SZK_r10,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r10.csv
3SZK_r11,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r11.csv
3SZK_r12,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r12.csv
3SZK_r13,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r13.csv
3SZK_r14,../../../../../db5_test/3SZK.pdb,trajectory_3SZK_r14.csv
4POU_r0,../../../../../db5_test/4POU.pdb,trajectory_4POU_r0.csv
4POU_r1,../../../../../db5_test/4POU.pdb,trajectory_4POU_r1.csv
4POU_r2,../../../../../db5_test/4POU.pdb,trajectory_4POU_r2.csv
4POU_r3,../../../../../db5_test/4POU.pdb,trajectory_4POU_r3.csv
4POU_r4,../../../../../db5_test/4POU.pdb,trajectory_4POU_r4.csv
4POU_r5,../../../../../db5_test/4POU.pdb,trajectory_4POU_r5.csv
4POU_r6,../../../../../db5_test/4POU.pdb,trajectory_4POU_r6.csv
4POU_r7,../../../../../db5_test/4POU.pdb,trajectory_4POU_r7.csv
4POU_r8,../../../../../db5_test/4POU.pdb,trajectory_4POU_r8.csv
4POU_r9,../../../../../db5_test/4POU.pdb,trajectory_4POU_r9.csv
4POU_r10,../../../../../db5_test/4POU.pdb,trajectory_4POU_r10.csv
4POU_r11,../../../../../db5_test/4POU.pdb,trajectory_4POU_r11.csv
4POU_r12,../../../../../db5_test/4POU.pdb,trajectory_4POU_r12.csv
4POU_r13,../../../../../db5_test/4POU.pdb,trajectory_4POU_r13.csv
4POU_r14,../../../../../db5_test/4POU.pdb,trajectory_4POU_r14.csv
5C7X_r0,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r0.csv
5C7X_r1,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r1.csv
5C7X_r2,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r2.csv
5C7X_r3,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r3.csv
5C7X_r4,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r4.csv
5C7X_r5,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r5.csv
5C7X_r6,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r6.csv
5C7X_r7,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r7.csv
5C7X_r8,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r8.csv
5C7X_r9,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r9.csv
5C7X_r10,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r10.csv
5C7X_r11,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r11.csv
5C7X_r12,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r12.csv
5C7X_r13,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r13.csv
5C7X_r14,../../../../../db5_test/5C7X.pdb,trajectory_5C7X_r14.csv
5HGG_r0,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r0.csv
5HGG_r1,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r1.csv
5HGG_r2,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r2.csv
5HGG_r3,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r3.csv
5HGG_r4,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r4.csv
5HGG_r5,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r5.csv
5HGG_r6,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r6.csv
5HGG_r7,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r7.csv
5HGG_r8,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r8.csv
