id,prior_position,prior_time,prior:smax_gaussian,prior:receptor_smax_gaussian,integrand:TotalIntegrand,integrand:FlowIntegrand
1AVX_p18,"[19.983095169067383, -4.7729902267456055, 24.728858947753906]",1.0,-13.534643173217773,-14.50375747680664,16.823488,3.320076
1AVX_p19,"[32.96689987182617, -15.007919311523438, 27.043506622314453]",1.0,-14.095633506774902,-13.090479850769043,10.3972845,13.744083
1AVX_p20,"[-76.05741882324219, 36.7711181640625, 47.6630859375]",1.0,-18.187416076660156,-15.920955657958984,14.659868,-0.00034822267
1AVX_p21,"[-57.15349578857422, 42.2286491394043, 41.82765197753906]",1.0,-16.737815856933594,-16.307687759399414,13.010897,-0.0016117329
1AVX_p22,"[-80.868896484375, 33.65552520751953, 30.806486129760742]",1.0,-17.750137329101562,-14.8932523727417,14.830135,-0.00086015015
1AVX_p23,"[17.35814666748047, 26.28524398803711, -5.343634128570557]",1.0,-13.527504920959473,-13.98779582977295,13.084693,15.52321
1AVX_p24,"[12.848865509033203, 27.924959182739258, -2.8567628860473633]",1.0,-13.489884376525879,-13.095527648925781,11.601581,4.3664684
1AVX_p25,"[-13.818546295166016, 10.244064331054688, 13.556292533874512]",1.0,-13.226889610290527,-13.257542610168457,0.51492935,7.2509165
1AVX_p26,"[-17.795804977416992, 33.994224548339844, 33.37221908569336]",1.0,-14.397076606750488,-14.985373497009277,18.01649,4.2472806
1AVX_p27,"[-10.312931060791016, 0.5584306716918945, 17.04347801208496]",1.0,-13.181046485900879,-13.352508544921875,15.138884,22.863508
1AVX_p28,"[41.50169372558594, 16.73786735534668, 1.144709587097168]",1.0,-14.073661804199219,-13.34360122680664,6.7045984,7.622845
1AVX_p29,"[12.659037590026855, 9.307168006896973, 36.858551025390625]",1.0,-13.852312088012695,-13.493865966796875,22.407473,25.359138
1AVX_p30,"[9.341825485229492, -8.29012393951416, 44.226585388183594]",1.0,-14.133733749389648,-14.197833061218262,0.5764892,-1.2775085
1AVX_p31,"[-75.6501235961914, 44.1124267578125, 43.78498458862305]",1.0,-18.28594970703125,-15.151288032531738,13.850923,-0.00049414736
1AVX_p32,"[10.365999221801758, -1.1733248233795166, 23.824039459228516]",1.0,-13.33619499206543,-13.54992389678955,11.158546,5.479146
1AVX_p33,"[-26.748523712158203, 16.055694580078125, -22.038122177124023]",1.0,-13.77093505859375,-14.988099098205566,4.5201855,10.068148
1AVX_p34,"[25.784488677978516, 29.57402801513672, -21.574951171875]",1.0,-14.074264526367188,-13.998937606811523,5.0683103,11.584022
1AVX_p35,"[-45.008819580078125, -1.8915871381759644, 19.06236457824707]",1.0,-14.289710998535156,-15.304030418395996,11.615681,16.726227
1AVX_p36,"[34.63370895385742, 17.07145881652832, -4.242023944854736]",1.0,-13.798698425292969,-13.830754280090332,6.9406743,13.840849
1AVX_p37,"[-7.217899799346924, 9.943873405456543, -10.545299530029297]",1.0,-13.106064796447754,-13.349852561950684,6.227846,10.712787
1AVX_p38,"[25.363229751586914, 6.213859558105469, 35.32175827026367]",1.0,-14.032370567321777,-14.45004940032959,10.125824,12.806155
1AVX_p39,"[-20.275915145874023, 22.610416412353516, 15.451616287231445]",1.0,-13.605461120605469,-14.023500442504883,10.218315,10.870717
1AVX_p40,"[-78.9087905883789, 12.781835556030273, 60.099159240722656]",1.0,-18.517009735107422,-15.115817070007324,16.407732,0.00035677297
1AVX_p41,"[-58.117958068847656, 42.33094787597656, 37.14154815673828]",1.0,-16.598796844482422,-18.306758880615234,14.271069,-0.00072923326
1AVX_p42,"[11.721837997436523, 0.9723429679870605, -21.07384490966797]",1.0,-13.2839937210083,-14.126091003417969,3.4281805,12.272845
1AVX_p43,"[10.918785095214844, -1.064976692199707, -21.120697021484375]",1.0,-13.27509593963623,-14.227516174316406,10.603797,11.113046
1AVX_p44,"[-25.46823501586914, 24.892671585083008, -26.69271469116211]",1.0,-14.060839653015137,-15.205592155456543,3.1695027,5.297484
1AVX_p45,"[-3.0409536361694336, 28.026395797729492, -18.418203353881836]",1.0,-13.590384483337402,-14.186287879943848,8.436428,9.856568
1AVX_p46,"[30.005334854125977, 13.77656364440918, 12.032215118408203]",1.0,-13.646456718444824,-13.27104377746582,2.559337,7.194084
1AVX_p47,"[28.042644500732422, 48.741546630859375, 24.169172286987305]",1.0,-15.04167366027832,-14.133828163146973,15.185272,9.509203
1AVX_p48,"[-81.83021545410156, 61.28467559814453, 66.37222290039062]",1.0,-21.214447021484375,-16.274940490722656,17.466326,0.00038766378
1AVX_p49,"[43.39170455932617, -0.6914300918579102, -14.071245193481445]",1.0,-14.116695404052734,-13.764134407043457,12.0819,9.200565
1AVX_p50,"[49.256019592285156, 0.4507436752319336, 6.874342918395996]",1.0,-14.334638595581055,-14.344565391540527,18.53634,8.06585
1AVX_p51,"[23.716102600097656, 26.046171188354492, 16.376079559326172]",1.0,-13.798759460449219,-13.07668399810791,9.180228,10.694023
1AVX_p52,"[-14.743017196655273, 4.879959583282471, -4.707709789276123]",1.0,-13.106704711914062,-14.52897834777832,4.682401,7.8878675
1AVX_p53,"[6.307551383972168, 19.8952579498291, -9.682133674621582]",1.0,-13.254491806030273,-13.035672187805176,8.131066,7.785082
1AVX_p54,"[36.68239212036133, -22.115142822265625, 48.484031677246094]",1.0,-15.285618782043457,-13.712557792663574,11.842411,4.896432
1AVX_p55,"[36.811405181884766, 2.363492012023926, -0.4642214775085449]",1.0,-13.716453552246094,-13.511430740356445,7.7053685,12.373085
1AVX_p56,"[-20.854528427124023, 36.428062438964844, -19.432872772216797]",1.0,-14.1490478515625,-14.120205879211426,9.25388,8.557641
1AVX_p57,"[6.9885573387146, 13.501691818237305, -3.4338014125823975]",1.0,-13.095367431640625,-13.27642822265625,0.18371297,6.174023
1AVX_p58,"[3.591946601867676, 23.36447525024414, -9.015098571777344]",1.0,-13.316003799438477,-13.170303344726562,5.532944,13.059985
1AVX_p59,"[22.077545166015625, 32.48463821411133, -4.99716329574585]",1.0,-13.831319808959961,-13.049678802490234,9.9479065,15.865232
1AVX_p60,"[-10.016304016113281, 10.877668380737305, -9.241104125976562]",1.0,-13.129323959350586,-14.055566787719727,9.714028,8.687789
1AVX_p61,"[-109.15896606445312, 10.770835876464844, 60.175655364990234]",1.0,-21.656408309936523,-14.966135025024414,18.787636,-0.00046364113
1AVX_p62,"[-4.0368194580078125, -21.946834564208984, 1.5826845169067383]",1.0,-13.238444328308105,-13.031889915466309,9.577683,8.690194
1AVX_p63,"[-26.60564422607422, -4.585912704467773, -25.489442825317383]",1.0,-13.726298332214355,-14.562382698059082,8.468879,14.582013
1AVX_p64,"[-22.5941162109375, 3.207855224609375, -15.045710563659668]",1.0,-13.375495910644531,-14.121235847473145,7.8316107,15.462881
1AVX_p65,"[-53.16510772705078, 12.920658111572266, 41.5090446472168]",1.0,-15.580671310424805,-16.112762451171875,17.729284,9.0038695e-05
1AVX_p66,"[7.235565185546875, 2.936378240585327, 15.866792678833008]",1.0,-13.134147644042969,-13.311360359191895,12.113768,19.336277
1AVX_p67,"[-26.72098159790039, 20.826751708984375, -31.193622589111328]",1.0,-14.138633728027344,-14.503190994262695,6.0781727,4.571816
1AVX_p68,"[-47.43748092651367, 7.684133529663086, 34.06079864501953]",1.0,-14.887907028198242,-17.41554832458496,7.9581738,-0.0015302323
1AVX_p69,"[13.800431251525879, -0.6040687561035156, -22.4097900390625]",1.0,-13.345417022705078,-14.37711238861084,12.875883,13.806104
1AVX_p70,"[15.025079727172852, 20.060043334960938, 41.4925651550293]",1.0,-14.265848159790039,-13.609115600585938,11.69555,14.156353
1AVX_p71,"[-77.39041900634766, 51.51331329345703, 39.00611877441406]",1.0,-18.607282638549805,-14.927960395812988,18.637947,-0.0007056021
1AVX_p72,"[35.87491989135742, -15.981302261352539, -21.72096061706543]",1.0,-14.079414367675781,-13.991522789001465,10.458246,15.875103
1AVX_p73,"[-64.1246109008789, 8.525047302246094, 42.76225280761719]",1.0,-16.301103591918945,-18.920230865478516,14.7612295,9.185079e-05
1AVX_p74,"[14.07375717163086, 23.393831253051758, -11.45266342163086]",1.0,-13.447355270385742,-12.966476440429688,5.8888006,8.300984
1AVX_p75,"[-7.6471686363220215, -8.813017845153809, 3.6182265281677246]",1.0,-13.043319702148438,-14.037599563598633,2.3788419,10.004969
1AVX_p76,"[-67.3680419921875, 3.944894313812256, 52.15166091918945]",1.0,-17.001415252685547,-15.201818466186523,11.334793,-0.0008702802
1AVX_p77,"[14.988773345947266, 2.631749153137207, -21.21171760559082]",1.0,-13.339034080505371,-13.853020668029785,9.925245,14.977621
1AVX_p78,"[28.229036331176758, -10.25319766998291, 17.38850212097168]",1.0,-13.629500389099121,-13.657316207885742,14.064855,17.390099
1AVX_p79,"[24.792665481567383, 17.391225814819336, 13.492836952209473]",1.0,-13.571067810058594,-13.686345100402832,17.723217,22.486673
1AVX_p80,"[-64.93003845214844, 35.095855712890625, 13.317893981933594]",1.0,-16.085405349731445,-14.689967155456543,12.426193,-0.0009285114
1AVX_p81,"[-61.58698272705078, 33.52040481567383, 35.022605895996094]",1.0,-16.373273849487305,-16.364852905273438,15.981286,1.8836261e-05
1AVX_p82,"[-0.7909419536590576, -12.170970916748047, -41.19172668457031]",1.0,-13.985694885253906,-14.967867851257324,1.1287129,6.5357637
1AVX_p83,"[-28.94852066040039, 33.30740737915039, -8.0045747756958]",1.0,-14.077893257141113,-14.191652297973633,7.0203385,12.703169
1AVX_p84,"[-4.809121131896973, 5.743832588195801, 11.897974967956543]",1.0,-13.070231437683105,-13.270687103271484,8.49664,14.885294
1AVX_p85,"[40.83169937133789, -28.356103897094727, -1.921739101409912]",1.0,-14.335402488708496,-14.065752983093262,9.772675,10.90763
1AVX_p86,"[38.64059066772461, -38.81572341918945, -14.251638412475586]",1.0,-14.739777565002441,-14.833982467651367,11.704157,2.7184703
1AVX_p87,"[13.636423110961914, 17.8419246673584, 2.880703926086426]",1.0,-13.245177268981934,-13.198659896850586,4.808221,10.014878
1AVX_p88,"[-7.056859970092773, 32.840904235839844, -27.881887435913086]",1.0,-14.019144058227539,-13.431344985961914,11.291497,13.802473
1AVX_p89,"[-10.476075172424316, -21.918760299682617, -18.343069076538086]",1.0,-13.475213050842285,-14.888690948486328,6.832757,7.221019
1AVX_p90,"[-93.83639526367188, 33.356632232666016, 51.09626770019531]",1.0,-19.92083168029785,-15.826465606689453,16.50216,-0.0008525154
1AVX_p91,"[11.071353912353516, -3.8275985717773438, -13.296354293823242]",1.0,-13.134862899780273,-14.079987525939941,1.9824389,7.877653
1AVX_p92,"[-41.59061050415039, -1.6243364810943604, -12.828667640686035]",1.0,-14.01429271697998,-14.528754234313965,5.551922,10.7618065
1AVX_p93,"[21.351778030395508, -21.515195846557617, -18.03694725036621]",1.0,-13.651593208312988,-13.753186225891113,6.2670975,10.965864
1AVX_p94,"[-8.333942413330078, 40.34444046020508, -5.953783988952637]",1.0,-13.922950744628906,-13.655644416809082,10.226727,11.452362
1AVX_p95,"[-74.85902404785156, 33.883663177490234, 63.65743637084961]",1.0,-18.962766647338867,-15.03679370880127,21.16756,-5.405402e-05
1AVX_p96,"[2.6308484077453613, 15.151938438415527, 5.7771453857421875]",1.0,-13.110340118408203,-14.03004264831543,8.029599,7.5281253
1AVX_p97,"[23.9560489654541, 18.25199317932129, 11.168425559997559]",1.0,-13.533609390258789,-13.074845314025879,13.742198,20.065655
1AVX_p98,"[5.562617301940918, -25.738636016845703, 21.001619338989258]",1.0,-13.590679168701172,-13.051545143127441,7.945015,14.403658
1AVX_p99,"[16.867639541625977, 35.215110778808594, 23.845041275024414]",1.0,-14.12330150604248,-13.4634370803833,8.225117,4.532253
1AVX_p100,"[-51.683841705322266, 43.47655487060547, 24.395156860351562]",1.0,-15.82516098022461,-16.552574157714844,14.049793,2.5362036
1AVX_p101,"[11.885860443115234, 45.03871536254883, 23.04986000061035]",1.0,-14.460994720458984,-13.213041305541992,10.8024025,15.787944
1AVX_p102,"[-28.525066375732422, 18.214000701904297, -32.019325256347656]",1.0,-14.16633415222168,-14.938159942626953,26.500599,30.816097
1AVX_p103,"[34.690250396728516, -3.3539772033691406, 21.008464813232422]",1.0,-13.88041877746582,-14.00588607788086,10.64818,6.8756266
1AVX_p104,"[-39.46600341796875, -11.743476867675781, 22.219959259033203]",1.0,-14.176630973815918,-15.933866500854492,15.26535,0.919211
1AVX_p105,"[-95.52342987060547, 46.66926193237305, 58.21696090698242]",1.0,-21.122608184814453,-15.961374282836914,19.107307,-0.0012875283
1AVX_p106,"[-18.106155395507812, 45.60186004638672, -1.0480351448059082]",1.0,-14.298441886901855,-13.978158950805664,14.392123,14.781642
1AVX_p107,"[33.95411682128906, -8.991349220275879, 2.2127039432525635]",1.0,-13.648531913757324,-14.54835319519043,6.7724743,15.766736
1AVX_p108,"[-84.44322204589844, 45.2432975769043, 58.93933868408203]",1.0,-19.988996505737305,-19.61604881286621,16.845678,-0.000606579
1AVX_p109,"[-1.0318198204040527, 13.976606369018555, -7.398185729980469]",1.0,-13.099932670593262,-13.322402954101562,6.6688304,12.66036
1AVX_p110,"[2.8174080848693848, 3.1570234298706055, -12.888298034667969]",1.0,-13.062637329101562,-13.843623161315918,4.9039755,12.465951
1AVX_p111,"[-35.43162536621094, 7.440612316131592, 8.980628967285156]",1.0,-13.733416557312012,-14.904711723327637,12.748647,15.968298
1AVX_p112,"[-2.325441837310791, 5.836523056030273, -3.226353645324707]",1.0,-12.988120079040527,-13.708013534545898,9.983004,13.723991
1AVX_p113,"[-17.508230209350586, 41.40815353393555, 21.500757217407227]",1.0,-14.340106010437012,-14.458242416381836,16.825415,12.374756
1AVX_p114,"[13.947931289672852, 26.747255325317383, 24.177932739257812]",1.0,-13.790704727172852,-13.719941139221191,10.329096,13.028094
1AVX_p115,"[10.628152847290039, -10.258052825927734, -21.631671905517578]",1.0,-13.341583251953125,-13.925553321838379,7.0456805,8.830139
1AVX_p116,"[6.338650703430176, -17.173274993896484, -24.02733612060547]",1.0,-13.467304229736328,-13.745426177978516,8.070873,12.718851
1AVX_p117,"[-82.24043273925781, 37.63920593261719, 44.06547546386719]",1.0,-18.583721160888672,-15.285139083862305,14.647422,-0.00022356791
1AVX_p118,"[29.223691940307617, -24.861963272094727, 11.829926490783691]",1.0,-13.856013298034668,-14.089994430541992,11.76672,14.635309
1AVX_p119,"[-96.7951889038086, 33.67325210571289, 50.8404655456543]",1.0,-20.231491088867188,-16.57135772705078,17.219923,-0.0014034797
1H1V_p0,"[16.6957950592041, 47.511009216308594, 7.606439590454102]",1.0,-14.40146541595459,-13.472634315490723,1.673976,2.5925648
1H1V_p1,"[-2.047329902648926, -26.175979614257812, -22.974925994873047]",1.0,-13.636641502380371,-14.204883575439453,12.123742,17.140451
1H1V_p2,"[44.96221923828125, -8.727066040039062, -5.2083024978637695]",1.0,-14.140902519226074,-14.460548400878906,5.7990565,3.5432775
1H1V_p3,"[-11.23338508605957, 23.222742080688477, -21.037826538085938]",1.0,-13.576004981994629,-14.19062328338623,12.443261,3.9707305
1H1V_p4,"[-35.579139709472656, -89.16910552978516, 43.0532341003418]",1.0,-19.110733032226562,-16.854766845703125,13.311029,0.006214134
1H1V_p5,"[20.119218826293945, 35.02729034423828, -22.914325714111328]",1.0,-14.158608436584473,-13.755866050720215,16.354664,5.7308745
1H1V_p6,"[8.898336410522461, -14.640883445739746, -14.675043106079102]",1.0,-13.24312686920166,-14.168281555175781,5.6598244,3.646111
1H1V_p7,"[-43.61914825439453, 34.57011032104492, -18.91503143310547]",1.0,-14.880130767822266,-14.812861442565918,19.984112,4.4934316
1H1V_p8,"[-8.223577499389648, 20.940534591674805, -18.91584587097168]",1.0,-13.440376281738281,-13.209444999694824,10.733136,18.265928
1H1V_p9,"[22.535842895507812, 25.613771438598633, 13.384023666381836]",1.0,-13.70655345916748,-13.56515121459961,-1.0673783,3.665326
1H1V_p10,"[-1.3155755996704102, 3.320680618286133, 31.38895606994629]",1.0,-13.51486587524414,-15.374804496765137,13.025494,3.3297958
1H1V_p11,"[20.897750854492188, 34.88687515258789, -46.28017044067383]",1.0,-15.069110870361328,-14.094720840454102,17.063154,4.505918
1H1V_p12,"[-4.732417106628418, 42.88682556152344, -46.92258071899414]",1.0,-15.217855453491211,-14.266862869262695,10.32842,12.633045
1H1V_p13,"[25.183673858642578, -6.340272903442383, 8.220648765563965]",1.0,-13.372628211975098,-14.314001083374023,11.733413,19.475096
1H1V_p14,"[10.266130447387695, 39.480133056640625, -36.500648498535156]",1.0,-14.625059127807617,-14.079150199890137,16.673182,5.2153106
1H1V_p15,"[7.208856582641602, 45.204402923583984, -13.547113418579102]",1.0,-14.226480484008789,-13.505487442016602,13.453711,13.8922615
1H1V_p16,"[52.83805847167969, 20.278430938720703, -11.301942825317383]",1.0,-14.810857772827148,-13.862186431884766,4.7432666,6.7806644
1H1V_p17,"[-17.58116912841797, 12.057513236999512, -9.177532196044922]",1.0,-13.259690284729004,-13.797979354858398,-2.9278607,-1.1696216
1H1V_p18,"[9.927082061767578, 33.90019989013672, -28.263917922973633]",1.0,-14.097418785095215,-13.031953811645508,0.21230853,1.3609155
1H1V_p19,"[28.790372848510742, 32.221336364746094, -26.048460006713867]",1.0,-14.374643325805664,-13.10580825805664,3.8409567,3.1205497
1H1V_p20,"[17.78778648376465, 6.461081504821777, -7.6222639083862305]",1.0,-13.191658020019531,-13.72136402130127,5.0332546,12.23901
1H1V_p21,"[73.75232696533203, 18.784074783325195, -30.000545501708984]",1.0,-16.678340911865234,-15.059158325195312,1.3294253,1.1768793
1H1V_p22,"[12.124905586242676, 37.25887680053711, -2.7485170364379883]",1.0,-13.817514419555664,-13.11380386352539,-0.77548313,2.8937297
1H1V_p23,"[-15.990655899047852, 14.030582427978516, -5.146697998046875]",1.0,-13.226545333862305,-14.244500160217285,7.2515798,2.1212983
1H1V_p24,"[26.594682693481445, 46.78029251098633, -35.28704071044922]",1.0,-15.260879516601562,-14.030576705932617,6.5374217,-5.2117047
1H1V_p25,"[10.88135814666748, 15.409433364868164, -1.388871192932129]",1.0,-13.15917682647705,-13.275277137756348,-1.9798591,0.12891454
1H1V_p26,"[-1.3408613204956055, 31.97593116760254, 0.9453606605529785]",1.0,-13.529936790466309,-13.675071716308594,13.19245,11.270471
1H1V_p27,"[10.169628143310547, 46.30454635620117, -35.41389465332031]",1.0,-14.905783653259277,-13.659331321716309,18.959053,2.6808996
1H1V_p28,"[39.87837600708008, -10.391881942749023, -0.07977056503295898]",1.0,-13.903898239135742,-14.496576309204102,2.6501231,1.6687934
1H1V_p29,"[17.883800506591797, -25.123106002807617, -44.589759826660156]",1.0,-14.593323707580566,-15.127901077270508,0.0007493794,-0.5457872
1H1V_p30,"[37.23227310180664, 34.756629943847656, 8.210674285888672]",1.0,-14.439119338989258,-14.385208129882812,11.835332,15.342854
1H1V_p31,"[-29.880617141723633, 16.396137237548828, -25.460657119750977]",1.0,-13.965925216674805,-14.225113868713379,-0.9901694,3.4452684
1H1V_p32,"[-43.0102653503418, -72.52986145019531, 25.146955490112305]",1.0,-17.261981964111328,-16.42182159423828,16.078127,0.0053447634
1H1V_p33,"[-2.2113821506500244, -6.206688404083252, -58.66500473022461]",1.0,-14.896516799926758,-14.817014694213867,2.6944265,4.633851
1H1V_p34,"[11.982406616210938, 37.65022277832031, -23.05582046508789]",1.0,-14.12301254272461,-13.434877395629883,17.35765,4.571416
1H1V_p35,"[23.052242279052734, 35.08310317993164, -52.39101791381836]",1.0,-15.464323997497559,-13.652022361755371,5.8937345,0.5459954
1H1V_p36,"[52.84687042236328, 8.450094223022461, -14.230958938598633]",1.0,-14.664139747619629,-14.064249038696289,2.581295,4.1155415
1H1V_p37,"[17.29326820373535, 2.480708360671997, 48.36857986450195]",1.0,-14.429702758789062,-15.888710975646973,3.6653776,5.736297
1H1V_p38,"[12.315486907958984, 42.00022506713867, -21.17007827758789]",1.0,-14.273665428161621,-13.030158996582031,10.439209,3.8349342
1H1V_p39,"[-24.176836013793945, 13.879919052124023, -31.247894287109375]",1.0,-13.93463134765625,-14.195451736450195,16.103577,6.4713926
1H1V_p40,"[37.253543853759766, 18.358684539794922, -54.1723747253418]",1.0,-15.549027442932129,-14.405434608459473,14.875925,9.135418
1H1V_p41,"[-19.37963104248047, 42.65641784667969, 5.299818992614746]",1.0,-14.195534706115723,-14.43985366821289,17.823717,21.505627
1H1V_p42,"[33.213558197021484, 26.921772003173828, -0.12970924377441406]",1.0,-13.975930213928223,-13.346705436706543,3.8639102,4.2948966
1H1V_p43,"[30.13759994506836, 7.070141315460205, -37.5101203918457]",1.0,-14.274447441101074,-14.345080375671387,11.688605,7.286933
1H1V_p44,"[-16.242097854614258, -74.6451416015625, 24.881404876708984]",1.0,-16.546401977539062,-16.53533935546875,13.345295,0.0046269046
1H1V_p45,"[16.998607635498047, 4.956442356109619, 17.07509994506836]",1.0,-13.296563148498535,-14.38295841217041,11.075737,17.135849
1H1V_p46,"[5.642401695251465, 41.62872314453125, -2.7860116958618164]",1.0,-13.945158004760742,-13.19263744354248,-0.71639824,2.8313682
1H1V_p47,"[49.07075119018555, 43.90639877319336, -5.990472793579102]",1.0,-15.38907241821289,-13.807894706726074,8.300351,2.21994
1H1V_p48,"[54.33189392089844, -14.600817680358887, -11.562503814697266]",1.0,-14.793091773986816,-15.035171508789062,1.1354715,3.1421394
1H1V_p49,"[-22.37665367126465, 27.957345962524414, -33.405765533447266]",1.0,-14.292781829833984,-13.727190971374512,6.1863885,4.563269
1H1V_p50,"[-4.378351211547852, 52.61870574951172, -22.45461654663086]",1.0,-14.78935718536377,-13.898324012756348,17.681608,2.3213024
1H1V_p51,"[-20.70936393737793, 50.33970260620117, -24.038604736328125]",1.0,-14.927529335021973,-14.013687133789062,15.565674,13.504347
1H1V_p52,"[-3.9709692001342773, 34.26664733886719, -37.05238342285156]",1.0,-14.384214401245117,-13.894617080688477,14.050348,12.577412
1H1V_p53,"[20.76914405822754, 75.06492614746094, -30.982107162475586]",1.0,-16.863737106323242,-14.335260391235352,18.615902,5.7770615
1H1V_p54,"[3.7003068923950195, 43.34575271606445, -53.977867126464844]",1.0,-15.630495071411133,-13.659279823303223,17.52665,5.1710486
1H1V_p55,"[59.037940979003906, 12.036280632019043, -35.66464614868164]",1.0,-15.683917999267578,-14.683328628540039,12.137508,-0.29185492
1H1V_p56,"[-18.037273406982422, -45.87417984008789, 16.171464920043945]",1.0,-14.455574989318848,-17.54488754272461,1.5508158,1.6833827
1H1V_p57,"[-13.014293670654297, 61.26698303222656, 12.422615051269531]",1.0,-15.225595474243164,-14.463617324829102,14.4904,1.7507613
1H1V_p58,"[30.896970748901367, 49.98377227783203, -56.67897415161133]",1.0,-16.663467407226562,-14.198888778686523,6.3627563,1.5155702
1H1V_p59,"[10.44000244140625, 10.760052680969238, -16.419382095336914]",1.0,-13.235057830810547,-13.210406303405762,-1.8918049,1.20116
1H1V_p60,"[-14.529539108276367, 33.46323013305664, -6.985697269439697]",1.0,-13.726905822753906,-13.82878589630127,12.844548,6.1037836
1H1V_p61,"[8.890327453613281, 8.091658592224121, 1.8545827865600586]",1.0,-13.042603492736816,-13.524951934814453,-1.8868107,1.294508
1H1V_p62,"[54.51741027832031, 27.441116333007812, 5.187648773193359]",1.0,-15.044894218444824,-14.153209686279297,-0.2652808,1.877802
1H1V_p63,"[-14.617843627929688, 53.50389862060547, 8.625343322753906]",1.0,-14.710822105407715,-14.795252799987793,15.222212,3.4713018
1H1V_p64,"[32.658477783203125, 7.95313835144043, -50.14436340332031]",1.0,-14.98501205444336,-14.190614700317383,15.107511,3.0583735
1H1V_p65,"[-12.025487899780273, 41.42467498779297, -52.9980583190918]",1.0,-15.554525375366211,-13.752148628234863,18.782549,10.510891
1H1V_p66,"[-17.666166305541992, 29.34707260131836, -34.834625244140625]",1.0,-14.286405563354492,-13.698661804199219,5.908533,6.7498293
1H1V_p67,"[16.990081787109375, 18.51011085510254, 27.91088104248047]",1.0,-13.743910789489746,-14.246750831604004,-4.642104,1.3864162
1H1V_p68,"[9.106724739074707, 41.03172302246094, -49.387351989746094]",1.0,-15.29687786102295,-13.58376407623291,23.687788,6.732955
1H1V_p69,"[45.520877838134766, 32.74440383911133, -19.88762855529785]",1.0,-14.92699909210205,-13.487852096557617,-1.3157854,0.57433265
1H1V_p70,"[11.097173690795898, 1.958479404449463, -30.18179702758789]",1.0,-13.537032127380371,-13.529304504394531,1.8412901,0.25755736
1H1V_p71,"[-15.052278518676758, -30.7169189453125, -33.52394104003906]",1.0,-14.234827041625977,-14.66573715209961,11.265741,19.290447
1H1V_p72,"[-31.664703369140625, -100.51679229736328, 29.368900299072266]",1.0,-19.60974884033203,-18.505199432373047,16.316114,0.0066963267
1H1V_p73,"[-6.353414058685303, 2.0282013416290283, 16.658126831054688]",1.0,-13.1392822265625,-14.372889518737793,-4.7626414,2.4428809
1H1V_p74,"[-2.7191104888916016, -0.4253089427947998, -29.20716094970703]",1.0,-13.43853759765625,-13.76115608215332,0.23789334,4.306942
