index,pdb_id,center,plane_x,plane_y,plane_offset
1AVX_p73,1AVX,[ 25.206709  16.08128  -29.668005],26.740315783392827,30.044877465846458,-12.507494136366047
1AVX_p74,1AVX,[-6.4038363 -8.937614  32.822792 ],-21.87917722106408,-25.93917683019238,-6.832755439356556
1AVX_p75,1AVX,[-17.032686  -25.248093   -7.2304626],7.452411250953182,-16.72842178292536,25.38660541659592
1AVX_p76,1AVX,[ 32.876347  21.855701 -11.147092],15.533603102855954,24.328182652140583,-29.148422170353967
1AVX_p77,1AVX,[-17.807098 -23.986423  -8.252428],7.131641212335131,-15.109901939711209,26.103150636673345
1AVX_p78,1AVX,[30.506779  23.832445  -6.7688403],10.283421974716106,23.481178683730416,-29.788452918872604
1AVX_p79,1AVX,[31.843798  23.299147  -6.1116867],10.8225574115248,22.66964912402035,-31.03530124226669
1AVX_p80,1AVX,[32.135395 22.88571  -9.331971],13.391252599103186,24.15060561926064,-29.680766546316892
1AVX_p81,1AVX,[30.691761  23.759232  -5.8482504],9.787700398499599,22.899986922298343,-30.339398225211962
1AVX_p82,1AVX,[-1.2083441 32.364704  -4.493959 ],-12.837292311994092,29.229689678702407,-7.068178115986774
1AVX_p83,1AVX,[-5.7589736 -9.059876  32.99266  ],-21.581704530822744,-26.136094135040448,-7.409283621105959
1AVX_p84,1AVX,[29.78121   23.200716  -4.7227373],8.774225505014876,21.802690795324455,-29.91912115517505
1AVX_p85,1AVX,[ 18.299707 -11.281929 -33.665817],38.5673097160794,9.743512187879254,3.6297683345501683
1AVX_p86,1AVX,[-5.6613164 -9.384292  32.60716  ],-21.10991007157736,-26.185503292332267,-7.213419946573117
1AVX_p87,1AVX,[ 34.295692  15.868716 -18.64427 ],24.291776830550013,23.63295187997208,-25.040227301393717
1AVX_p88,1AVX,[ -6.686611 -10.343539  33.292095],-21.695212280277552,-27.36397943571068,-6.371315960209243
1AVX_p89,1AVX,[ 36.09033   -6.055091 -21.205673],37.37890148490752,7.004156066063078,-18.509898159406358
1AVX_p90,1AVX,[ 33.80968   18.631432 -16.7629  ],21.4280602796633,24.846647364792958,-26.357204890648735
1AVX_p91,1AVX,[ 16.03264   30.724789 -15.777817],5.221297411315772,34.26126379966083,-15.776621953226035
1AVX_p92,1AVX,[ -7.1636295  32.891743  120.98483  ],-102.59163626892307,-41.325032226825066,-59.47866999717067
1AVX_p93,1AVX,[33.063717 22.308935 -8.766044],13.787589847765727,23.35483753655152,-30.531880129057996
1AVX_p94,1AVX,[29.628288  22.605867  -2.8989766],7.717030282014189,20.280403322771413,-30.437110079954554
1AVX_p95,1AVX,[ 31.719334  22.941515 -10.468011],13.915444869375545,24.839332996809084,-28.833603866523422
1AVX_p96,1AVX,[ 32.584198  21.992256 -12.131651],15.984163740804721,24.99779454349669,-28.49883034671187
1AVX_p97,1AVX,[ 32.028038    1.6747983 -27.67699  ],35.93519353161138,17.039188952777724,-14.592607555531334
1AVX_p98,1AVX,[ 34.22924   19.41051  -11.045353],17.364402152762047,22.254370698448668,-29.557222640054192
1AVX_p99,1AVX,[29.589378  23.841324  -4.5860972],8.272292961423842,22.25361856592848,-30.021961734865325
1AVX_p100,1AVX,[ 34.27633   16.780605 -19.056528],24.134453666200653,24.61811013491826,-25.121382539004063
1AVX_p101,1AVX,[33.35682  20.981485 -7.353748],13.605063240322108,21.4612480134834,-31.0047590072539
1AVX_p102,1AVX,[31.93013 22.94968 -8.074  ],12.383285252212726,23.491660605175216,-30.10327086041248
1AVX_p103,1AVX,[32.456486 22.920374 -8.745216],13.149301752174752,23.847233899390627,-30.226667089698058
1AVX_p104,1AVX,[ 32.85365   20.398264 -13.218099],17.631030328679078,24.298077611777888,-27.72940801377247
1AVX_p105,1AVX,[ 33.27237   19.827042 -13.164183],18.094776822895522,23.796557060943446,-27.924202474911898
1AVX_p106,1AVX,[31.451355 23.606798 -6.930025],11.022802944158022,23.386304868690655,-30.43144304233374
1AVX_p107,1AVX,[-6.181974 -9.128959 32.796326],-21.648122782065823,-26.081981945782317,-6.945700287007129
1AVX_p108,1AVX,[-20.66967   -24.665205   -4.1839294],3.0735239138477626,-17.971353330770146,26.84579847092131
1AVX_p109,1AVX,[ 26.47566    -7.8657007 -30.701883 ],39.44099619578884,10.883622795294354,-5.602704344874477
1AVX_p110,1AVX,[ 31.301325   -4.4511614 -27.589985 ],38.361413813821564,11.938630282132793,-12.11050668619622
1AVX_p111,1AVX,[31.937027 22.973164 -8.294062],12.52722683912102,23.635523534362484,-30.016033897530193
1AVX_p112,1AVX,[ -6.852759 -17.075882  31.217253],-17.187850100837323,-31.741488623838787,-3.1809995207348876
1AVX_p113,1AVX,[ 33.85603   21.392076 -10.604236],15.92085074126569,23.638767870221262,-30.0672073414928
1AVX_p114,1AVX,[32.69961   22.32129   -6.7884793],12.221717034957965,22.24622231993145,-31.13396049511267
1AVX_p115,1AVX,[29.465775 22.98572  -2.556011],7.2124683486370476,20.399589500512743,-30.57688067103644
1AVX_p116,1AVX,[ -6.0825553 -10.644061   33.030003 ],-21.03948043705557,-27.46350513519606,-6.661143293957821
1AVX_p117,1AVX,[29.213839 23.644781 -4.3383  ],7.987050221145373,21.951363100991983,-29.76054101359659
1AVX_p118,1AVX,[ -5.7219625 -11.359434   32.318344 ],-20.01391374085543,-27.65076750310368,-6.413374397241272
1AVX_p119,1AVX,[30.738823 22.68458  -5.0308  ],9.758668364056426,21.551381514041356,-30.41514314880543
1H1V_p0,1H1V,[ 14.658964 -23.872383  13.253247],1.3234704195470695,-25.48414022280061,-17.58498221738238
1H1V_p1,1H1V,[-32.69704    -1.4122779  16.810024 ],-33.11384615289305,-3.7373397772115515,15.594022304945003
1H1V_p2,1H1V,[ 19.337658 -11.639233 -22.413696],30.672729449803686,-8.40758692835969,-0.5355390710921517
1H1V_p3,1H1V,[-25.952085   27.682655   -4.7568808],-15.32855859683651,28.075244784373385,20.95910637625566
1H1V_p4,1H1V,[ 17.460558 -25.015106  11.791643],4.315761318511981,-26.412394584271336,-18.79971287907539
1H1V_p5,1H1V,[-29.573502    2.6789827  19.851328 ],-34.00643245133338,-0.10901060691811129,10.926800593510855
1H1V_p6,1H1V,[-28.029474   27.614483   -5.6740317],-15.887279622037312,28.135339625024407,23.16037359780839
1H1V_p7,1H1V,[ 39.559544  -11.233626   -3.5208962],28.37165604975594,-10.63450219167226,-28.026866081403828
1H1V_p8,1H1V,[ 38.021923  -14.877848   -1.0184876],25.871801735635703,-14.59144283358997,-28.032019814121288
1H1V_p9,1H1V,[ 37.499985  -14.431488   -1.1177417],25.578404281763223,-14.135615141227214,-27.598837382948226
1H1V_p10,1H1V,[ 14.055288 -26.202929  12.882102],1.4957489728610378,-27.74038096816807,-16.68314309915087
1H1V_p11,1H1V,[ 39.915817 -11.584085  -2.480894],27.819036156537837,-11.126249401998754,-28.91239020371247
1H1V_p12,1H1V,[-26.241087   27.919508   -4.9273615],-15.399832679636987,28.333512984146786,21.270397656036515
1H1V_p13,1H1V,[-26.737812   26.956367   -6.1414566],-14.654248903079196,27.5486583991022,22.485515257115186
1H1V_p14,1H1V,[39.94062   -9.853437  -3.5551543],28.482211791538738,-9.262970558741884,-28.424349817546393
1H1V_p15,1H1V,[-25.805264  27.682705  -5.738295],-14.472969519850444,28.211839174674992,21.442883378501218
1H1V_p16,1H1V,[ 39.813595  -10.633969   -3.5081728],28.452736566477522,-10.04244760902151,-28.28607615153774
1H1V_p17,1H1V,[-31.210543   1.746772  18.34783 ],-33.74187688287194,-0.8229712488404192,13.213653874877242
1H1V_p18,1H1V,[ 25.670542 -21.744287   8.029396],11.953495209091848,-22.64994209325269,-23.245562008391524
1H1V_p19,1H1V,[ 39.799152 -10.486119  -2.921748],27.97049721953187,-9.977625505967758,-28.64552802523126
1H1V_p20,1H1V,[-29.39664     2.8758976  19.294989 ],-33.48524105615099,0.163393224721967,11.11044245762107
1H1V_p21,1H1V,[ 12.408334 -28.557125   8.613658],4.065307591307829,-29.477807223156493,-12.577898038102933
1H1V_p22,1H1V,[ 12.027634 -26.58142   11.385175],1.4536433260180341,-27.906922935904273,-14.14032525343332
1H1V_p23,1H1V,[-29.940357   2.030982  17.950708],-32.68010144790041,-0.48627354916695864,12.431912463716595
1H1V_p24,1H1V,[ 40.06217   -11.128927   -3.7005093],28.810176138030002,-10.505831583096315,-28.321820680595398
1H1V_p25,1H1V,[-27.301481   26.517311   -6.0264583],-15.043426284388639,27.09787240493401,22.89667352095987
1H1V_p26,1H1V,[39.817665  -6.8296285 -3.0599177],27.68915261073302,-6.3374739191603275,-28.889457994184315
1H1V_p27,1H1V,[ 14.65182  -18.383978  19.589518],-4.221396586909676,-20.930687519380935,-21.9198976511197
1H1V_p28,1H1V,[-26.620668  27.930462  -5.080671],-15.515612683472666,28.36569045254794,21.661888956791497
1H1V_p29,1H1V,[ 39.96932  -12.285862  -2.767509],28.152318158284753,-11.781323393333821,-28.71925301303764
1H1V_p30,1H1V,[ 14.146908 -25.02123   12.747513],1.5277454379556046,-26.55145073766939,-16.77446387101314
1H1V_p31,1H1V,[ 39.653023 -10.797711  -2.30506 ],27.433773706273737,-10.371987570718403,-28.880377126176835
1H1V_p32,1H1V,[ 17.09709  -18.889729  17.86249 ],-1.3117089204671442,-21.19123592055108,-22.746690031099476
1H1V_p33,1H1V,[ 39.383553 -10.581471  -3.702182],28.333014110718903,-9.963467604246528,-27.833571233540674
1H1V_p34,1H1V,[ 16.376467  -24.777515   12.9642515],2.7070818915334165,-26.340260921822477,-18.682832481546452
1H1V_p35,1H1V,[-29.864677    1.7595754  18.898943 ],-33.342887450436216,-0.8869694502235255,11.816530137602395
1H1V_p36,1H1V,[39.31646  -9.42409  -3.464222],27.979378976218314,-8.850450860828285,-28.025387467751923
1H1V_p37,1H1V,[ 15.498911 -26.19011   12.248487],2.8785628540669363,-27.63953085332902,-17.433698345922437
1H1V_p38,1H1V,[-25.521412  28.137209  -5.164821],-14.794738795882285,28.582134618505943,20.830213907606883
1H1V_p39,1H1V,[38.931427  -9.587314  -4.4393606],28.519959608826937,-8.876414479083829,-27.112761587581094
1H1V_p40,1H1V,[ 14.764829 -25.290234  12.464553],2.1588612109559606,-26.778468802008952,-17.064999306119716
1H1V_p41,1H1V,[-27.055304  24.30993  -10.37698 ],-11.258457100555741,25.517254006606844,25.54918664374985
1H1V_p42,1H1V,[ 15.000724 -25.157524  12.713254],2.095933059598071,-26.68165209222267,-17.413965148527993
1H1V_p43,1H1V,[ 39.590878  -10.575696   -2.5119293],27.532394747176117,-10.123349537380053,-28.724169498037107
1H1V_p44,1H1V,[ 15.957355 -24.95421   12.960459],2.470921209055571,-26.51470957051526,-18.335433109152167
1H1V_p45,1H1V,[ 39.831882  -10.851521   -3.1500516],28.20867301854571,-10.307708743691775,-28.50051326640029
1H1V_p46,1H1V,[-28.125658   28.007559   -4.8441095],-16.636602414318272,28.409124509814564,22.695520749507676
1H1V_p47,1H1V,[39.288082 -9.951135 -3.738506],28.233416346629728,-9.334207678617139,-27.790319064576813
1H1V_p48,1H1V,[-26.650705   26.943165   -5.9964786],-14.712099282727257,27.515413181354916,22.32953892981234
1H1V_p49,1H1V,[ 14.681526 -25.602882  12.927438],1.7808944982732657,-27.152478460511567,-17.25528586316027
1H1V_p50,1H1V,[-31.352604     0.56375104  18.812693  ],-34.06229658346669,-2.0591631163905224,13.143094509954247
1H1V_p51,1H1V,[ 39.930122  -11.052004   -3.0866508],28.24179259172287,-10.515063187777239,-28.599364311815975
1H1V_p52,1H1V,[ 40.63501   -10.55714    -3.1784496],28.69386315004014,-10.01224063930125,-29.14064512131458
1H1V_p53,1H1V,[-29.529415    2.1705246  20.297874 ],-34.27165552902471,-0.6746520203855673,10.663013397970353
1H1V_p54,1H1V,[ 14.243528 -25.486221  12.860422],1.5502422487825918,-27.027628068064818,-16.87957995377913
1H1V_p55,1H1V,[-28.117678   27.629725   -3.9433057],-17.29250884370022,27.90963514624303,22.171529143119848
1H1V_p56,1H1V,[ 14.527576 -24.94226   12.33465 ],2.0756990694075763,-26.415806778019032,-16.82876039073345
1H1V_p57,1H1V,[40.136356 -9.752989 -3.086826],28.22684308263262,-9.228657947227735,-28.873062770990586
1H1V_p58,1H1V,[-29.631077   2.110101  19.429335],-33.65067466665975,-0.6136470304373568,11.278650277985259
1H1V_p59,1H1V,[-26.74997   28.853254  -5.203426],-15.600728524126056,29.296586881658826,21.759462947853155
1H1V_p60,1H1V,[ 13.869699 -26.70611   12.058383],2.0785235176079064,-28.124063538634005,-15.990821053749665
1H1V_p61,1H1V,[ 39.17341   -11.127027   -2.6381361],27.433704938536152,-10.651758572192655,-28.271159318512282
1H1V_p62,1H1V,[-29.002457    1.9655048  20.143757 ],-33.804081861250516,-0.8562352817137141,10.359907797679094
1H1V_p63,1H1V,[ 39.754593  -10.536435   -2.1193693],27.323044304722902,-10.13908783994365,-29.096153654423368
1H1V_p64,1H1V,[-26.943861   27.817451   -4.3607945],-16.26372048721961,28.15362198193856,21.486365638780946
1H1V_p65,1H1V,[ 39.51234   -10.948481   -3.3587124],28.18488738809854,-10.374694561837009,-28.11322163673122
1H1V_p66,1H1V,[-28.243084  25.402466  -7.268022],-14.534173649439621,26.166610257415105,24.491787714431894
1H1V_p67,1H1V,[ 12.441553 -26.400381  11.285443],1.7668266357408215,-27.71376816588759,-14.420786578711176
1H1V_p68,1H1V,[-31.458673    2.2783132  17.51305  ],-33.30237552727467,-0.18045604681692845,13.87318018579581
1H1V_p69,1H1V,[ 39.370537 -11.179435  -1.448446],26.63360827893073,-10.86917999793611,-29.148394857229622
1H1V_p70,1H1V,[39.939396  -9.904124  -2.7181861],27.834560678427682,-9.42961274414373,-28.93018071958277
1H1V_p71,1H1V,[-29.034098   2.355756  21.412306],-34.855216920301714,-0.6462742255032545,9.576616435894737
1H1V_p72,1H1V,[ 11.770921 -19.792917  18.749413],-5.188863541674092,-22.20903880727063,-19.01812321134224
1H1V_p73,1H1V,[ 16.96626   -24.976606   12.5707655],3.399353879188764,-26.482669372232635,-18.889726167984016
1H1V_p74,1H1V,[-26.82621    27.957695   -5.0591183],-15.66215530125156,28.38966007550838,21.808190809853464
1H1V_p75,1H1V,[ 12.02167  -17.026175  21.145359],-7.204974491189304,-19.80255610742049,-20.916132566234438
1H1V_p76,1H1V,[ 32.26973      0.19842495 -10.689438  ],28.212044326072444,1.6837285996365723,-18.891390415183192
1H1V_p77,1H1V,[ 21.42998  -20.067793 -13.609991],26.023389816744224,-17.97904067892835,-6.835903721837293
1H1V_p78,1H1V,[-26.621748   27.883984   -5.6361556],-15.078167312310034,28.396949450690986,22.00596625677399
1H1V_p79,1H1V,[-30.202726    2.2835178  18.869303 ],-33.58564274339875,-0.3639989555992883,12.055785459818654
1H1V_p80,1H1V,[ 14.3871975 -24.732597   13.623027 ],0.9618265593075739,-26.387435886661766,-17.523068053657088
1H1V_p81,1H1V,[-33.910652   18.741089   -4.3043423],-19.610125391600715,19.157681568729632,27.71487819387311
1H1V_p82,1H1V,[-29.521566    2.4332852  19.453323 ],-33.63723502549246,-0.29694363831405013,11.150064108343413
1H1V_p83,1H1V,[ 15.612065 -25.234735  12.017121],3.024068935314294,-26.661258794349287,-17.463449382801024
1H1V_p84,1H1V,[ 12.942542 -24.780264  13.653255],0.05255370611284175,-26.438844572748632,-16.400216608728186
1H1V_p85,1H1V,[ 39.815193  -10.926021   -2.4779587],27.682619068516942,-10.474993287508894,-28.891436355879467
1H1V_p86,1H1V,[ 15.176981 -25.355234  13.26166 ],1.798783604871908,-26.953739503733228,-17.87066557131234
1H1V_p87,1H1V,[39.93453   -9.304106  -2.1053233],27.28809398997642,-8.920698303255884,-29.352113272684278
1H1V_p88,1H1V,[ -71.86149    50.930256 -159.84583 ],74.71014945145461,72.67443971407596,149.81814161626403
1H1V_p89,1H1V,[-27.452183  22.485975 -10.170332],-11.464539738163152,23.682287061853742,25.891906516837786
1H1V_p90,1H1V,[ 39.53845   -11.047836   -2.5917969],27.61403124360719,-10.579785756010951,-28.5936106317692
1H1V_p91,1H1V,[ 22.379541 -17.207714 -15.484975],27.757365389360146,-14.885910307401916,-6.683726622885099
1H1V_p92,1H1V,[-23.451311   -1.1230484  24.756792 ],-33.638413502886095,-4.556566085480321,3.4378716907034743
1H1V_p93,1H1V,[ 14.982532 -25.226423  12.565635],2.207334393754319,-26.72934270304367,-17.303580154437984
1H1V_p94,1H1V,[-32.821705    2.4902613  15.030791 ],-32.23116819773826,0.37479017653795804,16.443900459131378
1H1V_p95,1H1V,[-27.26943    27.43094    -5.5515194],-15.49395584684991,27.9365372195527,22.50300145617941
1H1V_p96,1H1V,[39.620457  -9.880644  -3.0813801],27.91841998762826,-9.355829108840307,-28.45932295046983
1H1V_p97,1H1V,[-25.9847    25.682735  -8.94476 ],-11.865029122693048,26.677440470119244,23.713954439362602
1H1V_p98,1H1V,[-27.446482   28.480595   -3.9065764],-17.000399303447942,28.74711954408461,21.547730214898454
1H1V_p99,1H1V,[ 39.351536  -11.492094   -3.0358171],27.893547467726574,-10.957945611772734,-28.137188580370335
1H1V_p100,1H1V,[ 15.889438 -24.868156  12.477096],2.7964107821442323,-26.362241818809405,-17.994158944904047
1H1V_p101,1H1V,[ 17.072552 -23.612177  12.931329],3.0343954650778207,-25.181675878695923,-19.310669074803304
1H1V_p102,1H1V,[ 16.255175 -24.387365  12.973651],2.5822225921666364,-25.955213191713597,-18.626568605408192
1H1V_p103,1H1V,[ 40.04641   -10.972083   -3.1253424],28.33491603455973,-10.430536531454406,-28.674132983429953
1H1V_p104,1H1V,[ 39.40822   -10.131281   -3.3643067],28.035533264306835,-9.56466458230655,-28.097959257233754
1H1V_p105,1H1V,[ 39.707474  -10.492844   -3.1165845],28.066577114817523,-9.957176624221365,-28.453793845401147
1H1V_p106,1H1V,[40.098953  -9.813509  -3.2343516],28.325406239302787,-9.268064105624873,-28.748331326220676
1H1V_p107,1H1V,[-25.782372  29.071386  -4.579263],-15.514452193995247,29.42575689641536,20.597878653128195
1H1V_p108,1H1V,[ 39.513927  -11.639458   -3.1822627],28.12399489345628,-11.083500890144325,-28.16294228935883
1H1V_p109,1H1V,[  9.484398 -21.273643  15.961443],-4.263480318958805,-23.28747018817288,-15.388499985507266
1H1V_p110,1H1V,[ 15.378268 -24.715918  12.911657],2.125738582846473,-26.271944707306098,-17.870223320116505
1H1V_p111,1H1V,[ 20.912952  -30.14847     1.4837347],15.042490445219396,-30.06168042212482,-14.781822879352358
1H1V_p112,1H1V,[ 30.346909    1.4671267 -11.579464 ],27.581082952704293,3.063921353559716,-16.943071206579976
1H1V_p113,1H1V,[ 39.192917 -10.964301  -3.240032],27.897113502981966,-10.406873343719816,-27.932895384549507
1H1V_p114,1H1V,[-26.336735  27.680065  -5.247275],-15.18321066445663,28.140908884031003,21.561609828683604
1H1V_p115,1H1V,[ 39.99336   -11.386318   -3.9620662],28.999824213250506,-10.724328479617279,-28.085834268316347
1H1V_p116,1H1V,[-28.944845    1.5050342  19.307926 ],-33.066559738529314,-1.1959372477062231,10.864515529485491
1H1V_p117,1H1V,[-28.11152   26.701809  -4.473661],-16.77365241566395,27.06453337468887,22.570193180998743
1H1V_p118,1H1V,[-30.4847      2.1429884  18.274832 ],-33.28073431876267,-0.42045214632631667,12.652859077161173
1H1V_p119,1H1V,[ 14.103732 -24.566227  12.638467],1.5362906308060247,-26.085700662772744,-16.7129216682328
